G-peak omega	2D-peak omega
1582.313548	2684.265878	
1582.8445	2684.168006	
1583.399362	2684.735163	
1582.956791	2684.832908	
1582.117977	2685.103322	
1583.126139	2685.076773	
1583.110994	2685.168921	
1582.849387	2685.066962	
1583.414422	2684.878907	
1583.362027	2685.22615	
1582.583562	2684.890229	
1583.162373	2685.704582	
1582.99117	2686.346789	
1583.468723	2686.667186	
1583.232482	2686.363328	
1583.90327	2685.973544	
1583.089134	2686.106687	
1583.282	2686.147281	
1583.26852	2686.039347	
1583.91208	2685.904514	
1583.437426	2686.332588	
1583.574325	2686.423954	
1583.829511	2686.238077	
1583.940007	2687.378593	
1583.739408	2687.563643	
1583.426226	2687.22108	
1583.510691	2687.038106	
1583.602752	2687.137835	
1583.687833	2687.151751	
1584.403571	2687.680621	
1585.134023	2689.009401	
1584.819823	2688.291323	
1584.497231	2688.02673	
1584.034219	2687.555941	
1583.314139	2687.357933	
1583.838051	2687.168385	
1583.151225	2684.766572	
1583.062512	2685.444327	
1582.199524	2684.275888	
1581.515878	2684.011715	
1582.097971	2684.289289	
1581.914319	2683.71477	
1582.539218	2683.31344	
1582.166194	2683.24321	
1582.014141	2683.355869	
1582.323859	2683.50366	
1582.163116	2683.102508	
1582.036652	2683.316609	
1582.451611	2683.875005	
1582.764895	2683.775421	
1581.928773	2683.248418	
1582.320263	2683.713766	
1582.533409	2684.282329	
1582.507812	2684.81595	
1583.032676	2685.215606	
1583.736838	2686.5505	
1584.342221	2688.899495	
1585.292911	2691.318673	
1584.800086	2691.075876	
1581.663432	2682.048241	
1578.234319	2674.993449	
1581.030276	2681.204733	
1583.816728	2686.521848	
1583.822984	2685.90937	
1582.420636	2684.623905	
1582.16629	2683.497862	
1581.50288	2681.745177	
1581.444212	2680.912186	
1581.295234	2677.755124	
1577.885325	2684.507825	
1582.456986	2685.187574	
1582.134101	2684.227611	
1582.730097	2684.418511	
1583.113719	2684.355374	
1582.497846	2684.73762	
1582.340146	2684.578505	
1582.61876	2684.683475	
1582.959792	2684.867327	
1582.891675	2684.966302	
1583.443549	2684.897137	
1582.867964	2685.183078	
1583.103032	2685.209486	
1582.558557	2685.42407	
1583.423664	2685.767334	
1582.890626	2686.07274	
1583.268578	2686.008025	
1583.209324	2686.024653	
1583.140129	2685.828338	
1582.933738	2685.897231	
1583.536866	2685.92603	
1583.414228	2686.080746	
1583.092939	2685.667665	
1583.529407	2685.724638	
1583.162579	2685.540154	
1583.790171	2686.478868	
1583.794392	2686.751238	
1583.76086	2687.222369	
1583.550444	2687.475093	
1583.879591	2687.637463	
1583.799799	2688.074711	
1583.850022	2687.772954	
1583.022315	2685.774517	
1584.189129	2687.340036	
1584.511594	2687.632606	
1585.590307	2689.553003	
1584.096769	2688.322133	
1583.961694	2688.778263	
1584.54042	2688.141344	
1583.329073	2686.528949	
1582.001825	2685.466915	
1582.120716	2684.405329	
1581.812665	2683.464561	
1581.993473	2684.012689	
1581.882102	2683.722572	
1581.760918	2683.677482	
1581.972734	2683.787438	
1582.290942	2683.731759	
1582.061047	2683.728902	
1582.128808	2683.788782	
1582.085855	2684.048645	
1582.391289	2684.793533	
1582.805471	2684.663457	
1582.511481	2683.616697	
1582.331408	2683.527903	
1582.153734	2683.33857	
1582.405655	2683.909449	
1582.604297	2684.765272	
1583.140951	2685.902664	
1583.050524	2687.228496	
1584.790822	2688.886252	
1583.209319	2687.199907	
1581.898728	2682.211369	
1579.82958	2677.653601	
1580.346308	2678.026164	
1584.379551	2689.278143	
1583.634387	2687.925563	
1582.769552	2685.59723	
1582.089504	2683.595213	
1580.824968	2679.075182	
1580.667332	2678.283981	
1582.949413	2685.222491	
1582.78452	2684.989148	
1582.120799	2684.23016	
1582.708736	2684.29658	
1582.918949	2684.28196	
1582.711559	2684.476229	
1582.732072	2684.693743	
1582.534205	2684.536493	
1582.582602	2684.869484	
1582.654249	2684.7515	
1582.62519	2685.026604	
1582.32996	2685.002374	
1582.499267	2685.12427	
1583.210628	2685.060017	
1583.357735	2685.462269	
1582.9492	2685.666126	
1583.176496	2685.803602	
1583.52258	2685.745874	
1583.428714	2685.63401	
1583.290751	2685.411727	
1583.114112	2685.320833	
1583.483158	2685.382513	
1582.851074	2685.358934	
1583.018288	2685.306153	
1582.863991	2683.117966	
1583.10247	2686.213994	
1583.223627	2686.390888	
1583.49055	2686.521366	
1583.727071	2686.983173	
1583.516193	2687.043753	
1583.635122	2687.260138	
1583.316191	2686.942074	
1582.892438	2686.490702	
1583.494325	2686.560721	
1583.945657	2687.038198	
1585.290862	2689.245075	
1583.529376	2688.186978	
1583.922767	2688.311969	
1584.162224	2687.877906	
1583.168328	2685.397852	
1582.247548	2684.75021	
1582.125195	2684.233677	
1582.674462	2684.569493	
1582.679321	2684.638115	
1582.073075	2683.607223	
1581.874661	2683.738649	
1581.707318	2683.612547	
1582.654649	2683.796027	
1582.003442	2683.210948	
1581.637808	2683.148154	
1582.066493	2684.078237	
1583.111815	2685.985187	
1582.511796	2685.520279	
1582.710787	2684.321908	
1582.620099	2683.185531	
1582.150373	2682.341793	
1581.799161	2682.913609	
1582.178495	2683.79134	
1581.826042	2682.916053	
1583.257872	2684.110832	
1583.387526	2685.193353	
1582.567901	2683.755934	
1581.278758	2680.56104	
1580.192692	2678.597216	
1578.928492	2675.717355	
1582.118509	2684.339061	
1583.031952	2687.431859	
1583.573961	2686.246664	
1581.889527	2682.72982	
1581.321726	2685.414338	
1582.688915	2685.158606	
1582.922373	2684.900173	
1582.692158	2684.740903	
1582.60271	2684.517857	
1582.303205	2684.471539	
1582.510742	2684.231109	
1582.720565	2684.534183	
1582.989014	2684.572236	
1582.577557	2684.358542	
1582.777363	2684.609896	
1582.562168	2684.632848	
1582.792738	2684.690667	
1582.186902	2684.600632	
1582.499487	2684.903554	
1582.829807	2684.915948	
1582.76193	2685.197708	
1582.61795	2685.05952	
1582.487603	2685.174972	
1583.390782	2685.400374	
1582.85501	2685.558099	
1583.057486	2684.750825	
1582.824691	2684.782995	
1583.331696	2684.195663	
1582.622086	2684.643888	
1583.198632	2685.147641	
1582.94771	2684.980366	
1582.961744	2685.810854	
1582.812354	2685.871719	
1583.270975	2686.205623	
1583.73662	2686.41185	
1583.687466	2686.485108	
1583.506357	2686.54337	
1583.323793	2686.481109	
1583.101372	2686.442664	
1583.393144	2686.450722	
1583.97888	2686.789835	
1584.375149	2687.460397	
1583.277702	2686.994298	
1583.310672	2686.612383	
1583.328825	2686.652718	
1582.299321	2683.871615	
1582.360784	2683.807713	
1581.655728	2683.34274	
1583.56103	2685.684923	
1582.921136	2685.215864	
1582.245684	2683.61498	
1582.034631	2682.725939	
1580.73119	2680.524949	
1581.785613	2683.063076	
1580.996632	2678.977133	
1580.966863	2680.508427	
1581.554362	2682.761423	
1582.052734	2686.03921	
1582.265975	2684.491914	
1581.553009	2683.612163	
1582.109048	2682.616818	
1581.406869	2682.29603	
1581.36467	2682.776382	
1581.631041	2682.339153	
1581.82733	2680.029863	
1581.229766	2678.763003	
1581.906476	2681.072761	
1581.440522	2680.499428	
1581.234124	2679.691563	
1580.205115	2679.572075	
1579.714099	2677.332857	
1580.951256	2681.004631	
1582.794235	2683.783974	
1582.695828	2685.753433	
1581.042576	2680.731205	
1582.231465	2685.099985	
1582.3531	2684.924112	
1583.342768	2684.924346	
1582.574957	2684.640739	
1583.553684	2684.621004	
1582.4626	2684.594523	
1582.586294	2684.305741	
1583.030878	2684.455473	
1582.436696	2684.304106	
1582.718096	2684.485474	
1582.96223	2684.599686	
1582.592398	2684.51022	
1582.715132	2684.448102	
1582.521543	2684.214336	
1582.490373	2684.511051	
1582.744793	2684.558333	
1582.696488	2684.985132	
1582.505487	2684.705272	
1582.877259	2684.754492	
1583.001043	2684.888351	
1582.085274	2684.731244	
1582.70483	2684.137255	
1582.674071	2684.328412	
1583.120954	2683.875598	
1582.59262	2683.8219	
1583.077648	2684.657561	
1582.818535	2685.042836	
1583.018332	2685.428769	
1583.373274	2685.254236	
1583.246574	2685.641533	
1583.214558	2685.802271	
1583.469225	2686.047599	
1583.374109	2685.823012	
1583.049329	2685.797927	
1583.269984	2685.85885	
1583.303856	2686.021479	
1584.100877	2685.998789	
1583.584497	2686.165679	
1583.227576	2685.993036	
1582.952517	2685.841706	
1582.885356	2685.318754	
1582.728231	2684.12164	
1582.577423	2683.321348	
1582.027615	2683.246193	
1583.368389	2685.913911	
1583.322505	2685.598657	
1582.28371	2684.1169	
1581.739011	2683.318546	
1580.739319	2681.309982	
1581.163844	2681.111122	
1579.941334	2676.169063	
1579.592074	2675.83685	
1580.005415	2678.894032	
1577.512413	2669.728662	
1580.310323	2677.380357	
1581.041091	2681.48712	
1581.570073	2681.498124	
1581.436349	2681.664745	
1581.841491	2681.924433	
1581.283375	2681.287574	
1581.386879	2678.811782	
1581.222004	2676.403746	
1581.124969	2677.695952	
1581.538994	2679.24637	
1581.573582	2680.70594	
1581.039722	2680.491503	
1580.715584	2680.995781	
1581.756349	2681.904373	
1582.787486	2681.435255	
1583.505382	2685.862763	
1584.140865	2685.25724	
1582.861966	2684.837554	
1582.507422	2684.922957	
1582.358252	2684.968934	
1582.878113	2684.683315	
1582.71133	2684.615213	
1582.5872	2684.646281	
1582.727473	2684.46453	
1582.451377	2684.203829	
1582.963086	2684.218928	
1582.462746	2684.187424	
1582.552261	2684.278806	
1582.599052	2684.22193	
1582.210556	2684.405151	
1582.662111	2684.193922	
1582.308225	2684.00078	
1582.515154	2684.058943	
1582.249935	2684.182856	
1582.512623	2684.483903	
1583.132894	2684.354225	
1581.78405	2684.248513	
1582.438121	2684.349454	
1582.69868	2684.266793	
1582.505823	2683.724905	
1582.688097	2683.781743	
1582.799826	2684.067954	
1582.736589	2683.944144	
1582.609706	2684.364971	
1582.329889	2684.864293	
1582.708174	2685.147233	
1582.806868	2684.67693	
1582.625654	2684.651994	
1582.231154	2684.95509	
1583.268729	2684.951287	
1583.071928	2685.144954	
1583.157551	2685.201209	
1582.903463	2685.227747	
1582.969895	2685.330216	
1583.079219	2685.476323	
1582.953713	2685.313201	
1582.815202	2685.257478	
1582.639012	2684.911406	
1582.67872	2684.385533	
1581.671791	2683.782563	
1582.816644	2683.687464	
1582.563852	2683.599343	
1582.990006	2685.164423	
1582.386341	2684.848762	
1582.053124	2684.436515	
1582.459343	2684.150187	
1582.36693	2684.272831	
1581.732273	2683.216115	
1581.515183	2682.432464	
1580.294101	2678.381239	
1580.330442	2679.658926	
1577.613369	2670.677997	
1579.171441	2674.250573	
1581.652837	2680.359635	
1581.571143	2681.590809	
1581.27168	2681.91281	
1582.063544	2681.970404	
1581.102749	2681.456366	
1581.28459	2680.08515	
1581.623088	2677.384137	
1580.893579	2678.12818	
1580.522316	2679.448506	
1580.79209	2680.905415	
1581.025405	2681.332542	
1580.89102	2682.368503	
1582.079707	2682.862319	
1580.852299	2677.563181	
1583.468357	2685.80961	
1582.573119	2685.150686	
1582.394777	2684.747381	
1582.530722	2684.899303	
1582.615797	2684.862866	
1582.753343	2684.578523	
1582.781754	2684.489968	
1582.611753	2684.361719	
1583.276882	2684.440406	
1582.61096	2684.175061	
1582.53415	2684.237954	
1582.599395	2683.946264	
1582.321559	2684.126501	
1582.198498	2684.064255	
1582.102635	2684.074405	
1582.525565	2684.025558	
1582.823358	2683.980016	
1581.894351	2683.956357	
1582.209089	2684.148948	
1582.38865	2684.362094	
1582.32468	2684.021642	
1582.823249	2684.095257	
1582.566612	2683.643672	
1582.763067	2683.634433	
1582.251731	2683.7991	
1582.3636	2683.839935	
1581.829004	2683.638825	
1582.485726	2683.955226	
1582.006817	2684.128577	
1582.672956	2684.409228	
1582.427726	2684.796685	
1582.797817	2683.922633	
1582.074473	2684.037666	
1582.273343	2684.338531	
1582.61581	2684.609722	
1582.513665	2684.887702	
1582.678132	2684.777087	
1583.328016	2684.594126	
1582.740981	2684.630243	
1582.700151	2684.912143	
1583.0379	2684.841956	
1582.600111	2684.554646	
1582.369439	2684.217458	
1582.393205	2683.797994	
1581.397768	2683.486413	
1581.813497	2683.670635	
1581.867795	2683.190983	
1581.913279	2683.154075	
1582.621574	2683.264248	
1582.134553	2683.888626	
1581.600408	2683.747151	
1582.040594	2684.107221	
1581.610802	2684.050245	
1582.482877	2683.660957	
1582.416765	2682.578008	
1583.377605	2685.00614	
1581.783088	2683.751403	
1581.009236	2680.290142	
1581.285678	2681.743601	
1581.587405	2682.361085	
1581.832728	2682.169906	
1581.716201	2682.219531	
1581.723888	2681.650162	
1581.459847	2680.083035	
1581.14393	2679.447648	
1580.685666	2679.083305	
1580.773312	2679.555311	
1580.7646	2680.4692	
1581.08166	2680.726442	
1580.823411	2681.656542	
1581.392216	2681.771939	
1581.007181	2676.980176	
1584.103924	2684.928325	
1582.465447	2685.082481	
1582.723289	2684.869145	
1582.571324	2685.046633	
1582.910083	2684.752437	
1582.897171	2684.747012	
1582.456577	2684.537558	
1582.751457	2684.445676	
1582.931643	2684.268974	
1582.539553	2684.296454	
1582.513198	2684.086956	
1582.386363	2684.073717	
1582.213094	2683.933372	
1582.752906	2683.731713	
1582.527392	2683.834172	
1581.928962	2683.802475	
1582.041103	2683.705428	
1582.113043	2683.667667	
1581.826464	2683.585764	
1582.106702	2683.833599	
1582.356042	2684.071856	
1582.274815	2683.723486	
1582.363679	2683.572646	
1582.772337	2683.310845	
1582.860289	2683.576208	
1583.042527	2683.691378	
1582.333918	2683.428465	
1582.179389	2683.689875	
1582.395507	2683.763878	
1582.052555	2683.945793	
1582.673435	2684.161192	
1582.695223	2684.331171	
1582.612034	2683.408866	
1582.319504	2683.545915	
1582.26046	2683.927389	
1582.429265	2684.074019	
1582.160083	2684.382349	
1582.67503	2684.055517	
1582.751589	2684.082713	
1582.869835	2684.050208	
1582.162387	2684.474141	
1582.946026	2684.412078	
1582.376408	2684.003588	
1582.180462	2683.638596	
1582.458034	2683.500937	
1581.975098	2683.23869	
1581.814362	2682.938327	
1581.598437	2682.375773	
1581.247641	2681.919462	
1581.955949	2682.141718	
1582.392927	2682.924798	
1581.484653	2682.975221	
1582.091647	2683.692457	
1582.140522	2683.918227	
1582.83692	2683.843506	
1582.739608	2684.064645	
1583.015697	2685.267133	
1582.582243	2684.527627	
1581.994914	2683.341442	
1582.095579	2683.075808	
1581.875549	2682.961908	
1582.022018	2682.63747	
1581.608098	2682.106192	
1581.688563	2681.764701	
1581.476523	2681.402932	
1581.176794	2681.398219	
1580.950143	2680.280345	
1581.57817	2680.385896	
1581.242381	2681.111366	
1580.847111	2678.739405	
1580.597835	2680.255115	
1582.992503	2684.607757	
1582.732875	2684.880978	
1582.987366	2684.805087	
1582.79544	2684.61653	
1582.371179	2684.46529	
1582.877883	2684.444216	
1582.390901	2684.62356	
1582.500949	2684.418064	
1582.547595	2684.291119	
1582.45631	2684.511523	
1582.491063	2684.232081	
1582.505417	2683.965638	
1582.302946	2683.920384	
1581.951211	2683.736555	
1582.214712	2683.528589	
1582.227556	2683.728509	
1581.850503	2683.577339	
1582.462498	2683.587437	
1582.076925	2683.136665	
1582.126338	2683.216024	
1581.421114	2683.397004	
1582.380429	2683.481591	
1582.111114	2683.300194	
1582.407815	2683.648061	
1582.61647	2683.241511	
1582.523053	2683.244897	
1582.646439	2683.409308	
1582.230737	2683.118004	
1582.295793	2683.274584	
1582.228723	2683.608409	
1581.900059	2683.812714	
1582.164045	2683.735218	
1581.988879	2683.795924	
1582.026097	2683.624693	
1582.686692	2683.563509	
1581.976714	2683.665978	
1582.377894	2683.797999	
1582.207199	2683.823634	
1582.510892	2683.635542	
1582.227285	2683.932641	
1582.616013	2683.87899	
1582.774955	2684.24396	
1582.694456	2684.083003	
1582.067913	2683.729607	
1581.920523	2683.68939	
1582.38303	2683.217234	
1582.347973	2682.660717	
1581.89166	2682.405918	
1581.424176	2681.733834	
1581.500874	2680.468002	
1580.652795	2680.30778	
1581.424997	2681.78956	
1581.449159	2682.436155	
1581.764202	2683.39362	
1582.642514	2683.634778	
1582.691107	2683.882252	
1582.586641	2684.26287	
1582.893327	2684.216713	
1582.732858	2684.263696	
1582.008643	2683.825869	
1582.504177	2683.671891	
1582.346955	2683.56764	
1582.159035	2683.373861	
1581.732355	2682.256835	
1581.663678	2682.324196	
1581.36756	2682.342179	
1581.724675	2681.508804	
1581.181551	2680.47799	
1581.67188	2680.678135	
1581.75142	2681.076249	
1580.32875	2677.211124	
1583.347213	2684.999634	
1582.623543	2685.084529	
1582.847829	2684.749985	
1582.607413	2684.663976	
1582.557605	2684.239763	
1582.623414	2684.511801	
1583.049326	2684.578864	
1583.055373	2684.2407	
1582.4294	2684.274182	
1582.747515	2684.147459	
1581.943602	2684.149811	
1582.493313	2683.58167	
1582.666433	2683.711084	
1582.023678	2683.607411	
1581.897304	2683.553554	
1581.848516	2683.465811	
1582.214672	2683.437612	
1582.193522	2683.107925	
1582.143121	2683.041986	
1582.238348	2682.858	
1581.314406	2682.757799	
1582.132622	2683.024094	
1581.433985	2683.125604	
1582.874483	2683.20347	
1582.359458	2682.839889	
1581.473275	2682.751394	
1582.073816	2682.926778	
1581.947045	2682.906011	
1581.646252	2683.216236	
1581.627586	2683.342124	
1582.074286	2683.349543	
1582.121065	2683.416166	
1581.565701	2683.520051	
1582.213429	2683.702244	
1582.712157	2683.403556	
1582.274954	2683.348996	
1582.423686	2683.797226	
1582.60351	2683.581239	
1582.104809	2683.5786	
1582.77493	2683.817745	
1582.284334	2683.817409	
1582.439422	2683.826561	
1581.710531	2684.062892	
1581.612296	2683.615669	
1581.667889	2683.24962	
1581.747326	2683.200896	
1581.703285	2682.609578	
1581.49076	2681.928738	
1580.988248	2681.538865	
1581.210495	2680.240589	
1580.535061	2679.901171	
1581.376636	2681.529489	
1581.068777	2682.518626	
1581.29238	2683.138346	
1582.372269	2683.761926	
1582.610952	2684.03241	
1582.839731	2684.058681	
1583.057689	2684.200182	
1582.145986	2684.101813	
1582.30651	2683.667417	
1582.245187	2683.613073	
1582.176168	2684.142657	
1582.345994	2683.94264	
1582.111883	2682.973877	
1581.61921	2682.666005	
1581.159219	2682.618508	
1581.172745	2681.026961	
1581.207279	2680.449854	
1582.992964	2678.51618	
1581.452032	2680.272826	
1582.84589	2684.236416	
1581.856523	2684.501786	
1582.411124	2684.485329	
1582.658961	2684.347518	
1582.980601	2684.440702	
1582.19204	2684.412361	
1582.495067	2684.132416	
1582.523819	2683.953566	
1581.820083	2683.806541	
1582.628266	2683.514576	
1582.510371	2683.663282	
1582.236124	2683.345305	
1582.189896	2683.469349	
1582.132641	2683.097803	
1582.080207	2683.289436	
1581.586626	2682.91362	
1581.511319	2682.594531	
1581.618942	2682.307024	
1581.921748	2682.045531	
1581.8689	2682.732347	
1581.659063	2682.768618	
1581.97845	2682.598772	
1582.174333	2682.522119	
1581.460282	2682.662592	
1581.707101	2682.621939	
1581.463883	2682.755058	
1581.904024	2682.647107	
1581.975711	2682.955407	
1581.867836	2683.032274	
1582.211789	2683.294496	
1581.725156	2683.281674	
1582.30163	2683.52995	
1581.961754	2683.487826	
1582.455204	2683.148099	
1582.181343	2683.222096	
1582.403857	2683.433604	
1581.849973	2683.362241	
1582.827223	2683.445633	
1582.269015	2683.622247	
1582.64287	2683.620505	
1582.225883	2683.683713	
1581.820669	2683.538547	
1581.820213	2683.23254	
1581.584169	2683.12075	
1581.990452	2682.837122	
1581.865165	2682.483878	
1581.181393	2682.000086	
1581.145648	2681.127864	
1580.537195	2681.042016	
1581.705824	2681.997165	
1581.910786	2682.815213	
1581.790427	2683.11201	
1582.589012	2683.889036	
1582.303833	2684.198962	
1582.864107	2684.008391	
1582.533502	2684.314989	
1582.474338	2683.793982	
1581.988046	2683.437217	
1581.922733	2683.228915	
1580.567886	2682.526242	
1581.67004	2682.901685	
1582.425875	2682.617761	
1581.562705	2682.077595	
1581.42105	2682.432397	
1581.615893	2681.084604	
1581.869501	2681.61657	
1581.57903	2679.095853	
1582.779456	2683.770737	
1582.038058	2683.881445	
1581.825522	2683.615251	
1582.247883	2683.602774	
1581.902538	2683.374068	
1581.792347	2682.978422	
1581.925966	2683.081869	
1581.946717	2683.040809	
1581.605112	2683.037848	
1581.463449	2682.933214	
1581.755157	2682.569887	
1581.643953	2682.230122	
1581.206822	2681.68022	
1581.887368	2682.506226	
1581.740871	2682.566793	
1582.354483	2682.674645	
1582.273099	2682.631588	
1581.387277	2682.209817	
1581.527558	2682.397441	
1581.398166	2682.54513	
1581.679565	2682.480592	
1582.427826	2682.562815	
1581.643871	2682.957785	
1581.518208	2682.945974	
1582.043117	2683.021225	
1581.468177	2683.230904	
1582.142574	2683.191709	
1582.282606	2683.200621	
1582.873089	2683.254848	
1582.240345	2683.147953	
1581.969272	2683.200804	
1582.348202	2683.140959	
1582.068567	2683.45575	
1582.649039	2683.687876	
1581.859692	2683.599269	
1582.051603	2683.431986	
1582.395809	2683.182009	
1581.836366	2683.034199	
1582.696435	2683.329256	
1581.606222	2683.104386	
1581.719961	2682.898052	
1581.713617	2682.387945	
1581.086684	2681.918968	
1581.909418	2682.656719	
1582.41215	2683.16766	
1582.121909	2683.524331	
1583.129548	2684.138149	
1582.604099	2684.49456	
1582.909903	2684.362528	
1582.932215	2684.416815	
1581.927969	2684.091849	
1582.466881	2683.660832	
1581.620612	2682.659256	
1580.433171	2681.741786	
1580.922423	2679.931073	
1582.024335	2682.618232	
1581.396435	2682.301802	
1581.758281	2682.366486	
1582.001376	2681.772409	
1582.335051	2682.817041	
1582.758731	2682.944745	
1581.84953	2682.241819	
1582.071998	2682.659251	
1582.984709	2683.002264	
1582.400876	2682.662714	
1581.814748	2681.528839	
1581.164013	2681.950788	
1581.533666	2682.461305	
1581.729737	2682.395752	
1581.798524	2682.713094	
1582.164464	2682.749554	
1581.530272	2682.317309	
1582.025302	2683.004405	
1581.728177	2683.040604	
1582.051383	2683.000149	
1582.198635	2683.216681	
1581.79617	2682.625664	
1582.101439	2682.838496	
1582.157277	2683.01184	
1582.271448	2683.25278	
1582.315773	2683.3267	
1582.526891	2683.352998	
1582.360245	2683.378546	
1581.90724	2683.006046	
1581.753849	2682.861648	
1582.232989	2683.146738	
1582.062709	2683.735236	
1582.809102	2683.688049	
1581.746425	2684.026896	
1582.746425	2683.913207	
1582.126031	2683.08577	
1582.264439	2683.332088	
1582.092693	2683.114502	
1582.304274	2684.0657	
1582.959778	2684.891957	
1582.287777	2685.11429	
1582.59282	2684.871089	
1582.812893	2684.826778	
1582.1398	2684.456957	
1582.838387	2684.058662	
1582.496636	2684.234355	
1581.669308	2684.608281	
1581.501739	2682.963511	
1582.073151	2683.194893	
1581.588994	2683.05496	
1582.026321	2682.80955	
1582.617904	2682.832487	
1582.32555	2682.953751	
1582.192644	2682.98777	
1582.177893	2682.278536	
1581.001056	2681.145697	
1581.855855	2683.313559	
1581.863149	2683.046329	
1582.272954	2682.236523	
1581.627824	2682.129077	
1581.071676	2681.574184	
1582.093019	2682.656184	
1582.094218	2682.812949	
1582.598054	2682.855088	
1582.384841	2683.301165	
1582.175487	2683.394197	
1581.967206	2683.19954	
1582.035183	2683.047537	
1581.614827	2682.727224	
1583.228884	2684.826368	
1582.439804	2685.310207	
1582.972441	2685.046484	
1582.025978	2684.171556	
1582.483932	2684.1587	
1581.277801	2681.985596	
1581.978885	2683.884548	
1583.756215	2686.090329	
1583.515028	2685.515372	
1582.451873	2685.404013	
1582.64617	2685.141419	
1583.059943	2684.66266	
1582.617905	2684.41063	
1582.157123	2684.123243	
1582.379831	2684.705195	
1582.368925	2683.910775	
1582.178598	2683.825975	
1582.196075	2683.398672	
1581.615689	2678.939817	
1581.731986	2681.352537	
1580.860092	2680.21628	
1581.195066	2679.591174	
1582.000721	2682.606166	
1581.895013	2682.60478	
1582.029775	2682.783435	
1582.288841	2683.30995	
1582.648812	2683.416494	
1581.985839	2683.301413	
1581.496945	2683.167201	
1582.147491	2683.038167	
1583.254381	2685.712725	
1583.147493	2686.018172	
1583.042287	2686.204291	
1582.806682	2685.082451	
1583.307083	2685.601355	
1580.838481	2682.356615	
1581.124849	2681.872074	
1584.221758	2686.903893	
1583.822307	2686.259582	
1583.263991	2685.872983	
1583.248384	2685.424512	
1583.389205	2685.188978	
1582.436949	2684.693436	
1582.203457	2683.966678	
1582.299629	2684.12757	
1582.592126	2684.202687	
1582.35592	2683.91363	
1582.43547	2682.884316	
1582.634102	2683.372765	
1581.911869	2683.583261	
1582.035506	2683.451289	
1582.852913	2685.2861	
1583.748312	2687.065919	
1583.570188	2688.544216	
1582.344804	2684.775886	
1583.977001	2686.309595	
1583.729802	2686.145877	
1582.662845	2685.361586	
1582.509728	2684.867867	
1583.044515	2684.526859	
1582.26742	2684.31799	
1582.487913	2684.34906	
1582.539322	2684.073541	
1583.831736	2687.101455	
1583.722093	2686.273551	
1583.799917	2685.779339	
1582.665575	2684.983286	
1582.835489	2684.759599	
1583.764613	2686.108162	
